distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,pobl_proy,tasa_mort_gral,tasa_nat,tasa_mort_mat,tasa_mort_inf,alum_comun_inic,alum_comun_pri,alum_comun_sec_bas,alum_comun_sec_or,alum_comun_sup_nouniv,alum_comun_tot,dep_priv_monlocyext,dep_publ_monlocyext,prest_priv_monlocyext,prest_publ_monlocyext,rt_origenprov,recursos_ctes,gasto_tot,resultado_financiero,pbg_base1993_constantes,pbg_base1993_corrientes,pbg_base2004_constantes,pbg_base2004_corrientes,empleo_tot,empleo_sector_a,empleo_sector_b,empleo_sector_ab,empleo_sector_c,empleo_sector_d,empleo_sector_e,empleo_sector_f,empleo_sector_g,empleo_sector_h,empleo_sector_i,empleo_sector_j,empleo_sector_k,empleo_sector_m,empleo_sector_n,empleo_sector_o,empleo_sector_serv,expo_fob_102A,expo_fob_102B,expo_fob_104B,expo_fob_104C,expo_fob_105A,expo_fob_105B,expo_fob_105C,expo_fob_106A,expo_fob_106B,expo_fob_106ZF,expo_fob_107A,expo_fob_108A,expo_fob_111,expo_fob_111A,expo_fob_111BA,expo_fob_111Z,expo_fob_201AA,expo_fob_201AE,expo_fob_206A,expo_fob_208AA,expo_fob_210A,expo_fob_210D,expo_fob_211A,expo_fob_212AE,expo_fob_213A,expo_fob_214B,expo_fob_299,expo_fob_302A,expo_fob_302B,expo_fob_302C,expo_fob_302F,expo_fob_302J,expo_fob_306A,expo_fob_306C,expo_fob_310A,expo_fob_311AZ,expo_fob_311C,expo_fob_312AL,expo_fob_312B,expo_fob_313BB,expo_fob_314A,expo_fob_314B,expo_fob_399Z,expo_fob_401,expo_fob_402A,expo_fob_402Z,expo_fob_404A,expo_fob_499
99.1,2017-01-01,trimestral,PROVINCIA,26,CHUBUT,,,,,,,,,,,,24247502.03,6050009.833,13836550.02,20931.45557,,,,,,,,,104038,2968,4944,,13341,11841,2699,10867,21489,3965,9460,2094,7216,2977,3841,6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2017-04-01,trimestral,PROVINCIA,26,CHUBUT,,,,,,,,,,,,26435321.21,7047167.027,14909668.52,25692.47674,,,,,,,,,100797,2874,4674,,13090,11156,2705,10883,20788,3635,8913,2086,7035,3156,3675,6030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2017-07-01,trimestral,PROVINCIA,26,CHUBUT,,,,,,,,,,,,26383133.57,7870030.076,16641824.49,139790.0929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2017-10-01,trimestral,PROVINCIA,26,CHUBUT,,,,,,,,,,,,28376936.41,7677297.146,18225136.06,121868.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,76335,13500,0,,442,16839,674,4245,14075,1457,4946,2328,7091,2936,3292,4489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,79850,14716,0,,416,16947,1571,4579,14554,1340,4997,2366,7505,3086,3299,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,81659,15910,1,,420,16283,1512,5301,14863,1360,5124,2343,7571,3069,3326,4554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,81577,15164,0,,426,16573,1386,5650,14883,1399,5246,2386,7387,3026,3381,4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,80919,14416,,,439,16623,1291,5546,15049,1448,5237,2403,7282,2969,3381,4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,83784,15597,,,460,16568,1159,6508,15247,1319,5386,2440,7673,3101,3399,4828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,86612,16576,,,458,16531,1154,6920,15526,1362,6262,2569,7650,3105,3471,4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,87184,15973,,,474,17301,1114,6957,15965,1384,6041,2469,7695,3170,3471,5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,84585,14573,,,416,16917,1143,6530,15776,1444,5879,2404,7609,3227,3512,5063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,86346,15571,,,401,16629,1103,6280,16285,1371,6267,2516,7990,3342,3469,5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,85997,15616,,,418,16086,1061,7011,16053,1370,6111,2555,8000,3286,3431,4905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,85241,15363,,,398,16419,1088,6564,15596,1389,5961,2549,8144,3313,3497,4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,83497,14774,,,433,16285,1098,6403,15321,1422,5873,2486,7826,3249,3447,4823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,82706,14895,,,355,15828,1174,6411,15011,1398,5764,2433,7798,3449,3395,4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,82257,15110,,,343,15182,1204,6759,14784,1388,5678,2409,7811,3437,3434,4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,85098,15500,,,395,15608,1186,7066,15338,1434,6267,2445,8023,3485,3458,4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,80797,13668,,,306,15294,1166,5769,15022,1452,6090,2422,7826,3367,3441,4905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,80807,14776,,,318,15072,1169,5190,14938,1329,5789,2422,8045,3415,3411,4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,80953,14887,,,455,14982,1174,5130,14995,1386,5745,2497,7960,3420,3514,4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,,,,,,,,,,,,,82104,14323,,,301,14397,1189,4939,15072,1376,5794,2501,7985,5008,3610,5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,910615,157636,985697,138134.2758,,,,,,,,,81832,13779,,,305,14500,1205,4807,15147,1489,5779,2458,7927,5196,3616,5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,912358,130228,979313,141982.3315,,,,,,,,,82789,14816,,,301,14535,1206,4551,15248,1371,5604,2449,7829,5721,3568,5542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,789824,148958,938514,136959.497,,,,,,,,,83879,15742,,,613,14335,1188,4201,15203,1343,5460,2441,7923,6014,3520,5484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,715460,131009,922387,159833.1998,,,,,,,,,79882,14227,,,308,13868,1141,4032,14775,1310,5037,2414,7938,5823,3533,5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,378019.3848,14139.79527,575073.2025,7386.002008,,,,,,,,,75555,13479,4,,291,13069,1078,3009,14114,1291,5212,2322,7241,5922,3445,5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,768878.8674,236786.979,550799.0776,11962.28083,,,,,,,,,75537,14047,5,,285,12708,1089,2130,13788,1171,5149,3349,7036,6403,3411,4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,704278.4088,252640.5921,488975.2485,16733.07331,,,,,,,,,74777,14525,303,,269,12455,1104,2074,13704,1147,5092,2234,6841,6627,3350,4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,794342.8298,250091.8037,466066.9673,15552.81916,,,,,,,,,73814,13504,314,,273,12591,1117,2180,13666,1207,5056,2172,6783,6511,3428,4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,840584.6961,262531.5028,434927.9671,4196.938929,,,,,,,,,74257,12943,343,,272,12925,1117,2538,13712,1475,5135,2083,6875,6407,3376,4993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,994445.6159,366577.7254,384916.2325,7969.674416,,,,,,,,,77877,14185,328,,241,13248,1223,3276,13970,1298,5117,2079,7556,6810,3400,5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1118886.769,350632.395,433690.8982,8048.248958,,,,,,,,,80827,14875,273,,260,13978,1130,3791,14715,1392,5183,2047,7650,6809,3414,5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1117029.282,370339.8361,518143.9931,13474.88212,,,,,,,,,83209,14245,289,,269,14719,1136,4429,15286,1478,5418,2063,7987,6971,3484,5368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1137967.883,421599.8499,475754.0221,10570.92101,,,,,,,,,84186,14043,338,,292,15096,1137,4702,15707,1706,5217,2040,7968,6863,3517,5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1230735.228,598549.02,718260.6847,110444.7089,,,,,,,,,88056,16078,364,,292,15411,1139,4969,16336,1531,5317,2084,7875,7436,3531,5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1213964.377,676823.8162,803509.874,113754.4304,,,,,,,,,90939,17002,19,,316,15934,1143,5253,17106,1670,5571,2089,8124,7319,3520,5791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1241353.069,596054.2067,897469.2117,9981.193271,,,,,,,,,93097,16617,18,,332,16871,1184,5627,17444,1939,5741,2113,8595,7256,3579,5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1270214.579,680794.2105,630451.9242,7693.180163,,,,,,,,,94765,15957,17,,315,17415,1207,6046,18242,2229,6051,2115,8486,7268,3610,5780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1393702.071,776480.6911,656497.0693,9592.264818,,,,,,,,,99368,17713,16,,332,17512,1593,7013,18676,1946,6183,2172,8568,8052,3655,5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1416323.883,796662.7123,695204.8979,9320.86134,,,,,,,,,102652,18488,18,,359,17947,1187,7918,19174,2065,6156,2227,9113,8280,3736,5956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1387381.488,731638.4771,794099.2872,10846.55225,,,,,,,,,106897,19716,22,,362,18787,1202,8075,19650,2331,6139,2322,9891,8314,3795,6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1561992.039,618189.85,850697.3423,9721.635329,,,,,,,,,105367,17634,17,,325,19104,1177,7957,20226,2651,6385,2307,8983,8285,3890,6320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1671464.633,754109.6379,917080.9243,11334.76406,,,,,,,,,108704,19451,15,,319,19418,1169,7713,20859,2348,6577,2357,9500,8608,3942,6330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1777833.171,653458.3857,1002736.179,9189.913509,,,,,,,,,111302,20661,13,,325,19935,1175,7344,21320,2542,6786,2416,9524,8727,3980,6457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,1818995.362,615819.6551,1157235.732,9036.041442,,,,,,,,,116111,23163,13,,334,21002,1181,7542,21580,2752,6886,2543,9663,8864,4055,6459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2048142.19,466926.4086,1227070.822,2536.038778,,,,,,,,,113100,18841,12,,337,21467,1195,7801,22059,3265,7209,2549,9057,8489,4101,6662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2165604.809,675537.5918,1281080.971,2087.996825,,,,,,,,,116485,20616,9,,342,21500,1192,8288,22629,2743,7166,2575,9121,9325,4105,6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2208626.602,746226.6752,1457998.837,2021.397617,,,,,,,,,120074,21177,9,,373,21948,1194,9450,23094,2745,7492,2645,9324,9438,4169,6940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2240147.761,652704.2044,1664867.593,1959.253615,,,,,,,,,129163,26235,9,,365,22826,1202,9787,23760,3005,7672,2708,10524,9602,4276,7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2360280.447,611518.8163,1733651.534,2126.744258,,,,,,,,,122167,19592,11,,378,23021,1203,9567,24000,3630,7586,2697,9771,9213,4342,7129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2370244.568,772921.975,1812926.968,2829.010552,,,,,,,,,124552,21122,13,,346,22976,1199,9184,24637,3100,7780,2740,10028,9871,4395,7125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2491273.59,738847.4642,1988857.605,2732.862841,,,,,,,,,126634,21802,19,,370,23301,1289,8807,25402,3046,8109,2827,10041,9970,4462,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2385366.826,764388.3085,2137089.683,2658.421307,,,,,,,,,134695,28573,24,,370,23507,1264,8391,25419,3272,8367,2809,10797,10083,4473,7322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2529516.554,657103.2041,2115739.405,7975.459869,,,,,,,,,124108,20181,30,,384,23660,1262,8153,25041,3839,7966,2632,9376,9682,4525,7320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2698779.105,755756.8115,2063923.391,7768.278755,,,,,,,,,125479,21306,25,,365,23393,1244,9026,25116,3258,8001,2520,9193,10218,4541,7226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2744192.446,754595.7553,2139374.487,64448.39101,,,,,,,,,127191,21811,38,,350,24163,1242,9524,25134,3169,7708,2519,9336,10317,4564,7270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,2961088.794,866136.8929,2231204.697,64553.9665,,,,,,,,,136394,28886,34,,354,24126,1242,9228,25602,3306,8505,2595,9969,10373,4609,7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,3132185.366,835447.9791,2273505.865,63300.98413,,,,,,,,,125738,19928,39,,367,24167,1245,8750,25561,3816,7906,2555,9338,9998,4628,7395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,3339495.766,1220357.495,2296363.801,60716.70506,,,,,,,,,129357,21778,49,,365,24028,1248,8734,25917,3379,7901,2648,9507,11557,4700,7503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,3692479.986,1280443.223,2543169.826,107474.0852,,,,,,,,,130876,22117,26,,352,24157,1260,8693,26186,3241,7972,2728,9323,12362,4777,7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,3981646.872,1386239.594,3065745.865,105528.7724,,,,,,,,,138702,27021,72,,345,24274,1271,8892,27167,3345,8628,2824,9336,12453,4819,8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2011-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,4256451.965,1174495.803,3393571.858,100197.3148,,,,,,,,,131806,20075,110,,346,24685,1296,9209,27297,3932,8191,2781,9104,12030,4856,7833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2011-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,4854387.281,1374877.287,3684313.657,98861.67929,,,,,,,,,136058,22293,68,,323,24982,1290,10018,27374,3417,8474,2812,9366,12746,4876,7951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2011-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,5084521.35,1233960.742,4289996.743,90077.15702,,,,,,,,,138651,22300,55,,319,25341,1275,10999,27901,3424,8610,2828,9611,13016,4935,7971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2011-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,4991098.767,1372858.619,4653299.096,80572.36224,,,,,,,,,147432,27245,62,,338,26160,1282,11504,28268,3559,9250,2911,9794,12987,5613,8395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,5249349.516,1243714.338,4684717.719,170526.9107,,,,,,,,,139137,20829,53,,327,26133,1274,11672,28207,4120,8653,2957,9202,12488,5088,8081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,5521571.746,1523925.164,4766902.5,169132.1469,,,,,,,,,138689,21681,40,,343,26032,1278,11218,27939,3645,8578,2978,8704,13139,5088,7974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,5749573.345,1464008.212,5076637.73,107395.0669,,,,,,,,,139522,22083,46,,344,26290,1275,11056,28128,3660,8682,3000,8540,13294,5141,7934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,6084734.333,1923924.423,5704556.01,46207.15196,,,,,,,,,146728,26528,53,,339,26646,1276,11099,28462,3892,8932,3031,9527,13398,5213,8282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,6359395.433,2062544.871,6013602.689,38471.33464,,,,,,,,,139325,20188,87,,350,26770,1310,10814,28459,4554,8634,3047,8639,13012,5328,8082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,6817190.242,2359593.941,6244024.18,32140.12999,,,,,,,,,139734,21135,59,,348,26524,1317,11161,28007,3817,8995,3021,8381,13590,5387,7939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,7252004.779,2474659.611,6770416.172,26804.07864,,,,,,,,,141188,21316,56,,353,26622,1322,11321,28538,3779,8808,3052,8825,13693,5395,8051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,7720390.342,2776297.743,7450515.815,27523.04662,,,,,,,,,144700,23413,63,,374,26810,1336,11239,28564,3969,9104,3040,9486,13760,5412,8065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,8214927.156,2744343.537,7726927.755,23111.99323,,,,,,,,,139676,20081,90,,399,26794,1379,10682,28396,4719,8699,3042,8398,13227,5471,8256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,9588765.704,3238627.455,7856531.785,20835.18125,,,,,,,,,140462,20808,78,,400,26680,1349,10798,28408,3928,8997,3015,8568,13884,5463,8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,10051765.73,3510077.386,8337906.021,19432.07205,,,,,,,,,142564,22506,56,,410,26811,1368,10710,28633,3921,8581,3042,8720,14123,5464,8172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
