distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,pobl_proy,tasa_mort_gral,tasa_nat,tasa_mort_mat,tasa_mort_inf,alum_comun_inic,alum_comun_pri,alum_comun_sec_bas,alum_comun_sec_or,alum_comun_sup_nouniv,alum_comun_tot,dep_priv_monlocyext,dep_publ_monlocyext,prest_priv_monlocyext,prest_publ_monlocyext,rt_origenprov,recursos_ctes,gasto_tot,resultado_financiero,pbg_base1993_constantes,pbg_base1993_corrientes,pbg_base2004_constantes,pbg_base2004_corrientes,empleo_tot,empleo_sector_a,empleo_sector_b,empleo_sector_ab,empleo_sector_c,empleo_sector_d,empleo_sector_e,empleo_sector_f,empleo_sector_g,empleo_sector_h,empleo_sector_i,empleo_sector_j,empleo_sector_k,empleo_sector_m,empleo_sector_n,empleo_sector_o,empleo_sector_serv,expo_fob_102A,expo_fob_102B,expo_fob_104B,expo_fob_104C,expo_fob_105A,expo_fob_105B,expo_fob_105C,expo_fob_106A,expo_fob_106B,expo_fob_106ZF,expo_fob_107A,expo_fob_108A,expo_fob_111,expo_fob_111A,expo_fob_111BA,expo_fob_111Z,expo_fob_201AA,expo_fob_201AE,expo_fob_206A,expo_fob_208AA,expo_fob_210A,expo_fob_210D,expo_fob_211A,expo_fob_212AE,expo_fob_213A,expo_fob_214B,expo_fob_299,expo_fob_302A,expo_fob_302B,expo_fob_302C,expo_fob_302F,expo_fob_302J,expo_fob_306A,expo_fob_306C,expo_fob_310A,expo_fob_311AZ,expo_fob_311C,expo_fob_312AL,expo_fob_312B,expo_fob_313BB,expo_fob_314A,expo_fob_314B,expo_fob_399Z,expo_fob_401,expo_fob_402A,expo_fob_402Z,expo_fob_404A,expo_fob_499
99.1,1996-12-31,anual,PAIS,200,Argentina,,7.6,19.2,4.7,20.9,,,,,,,,,,,,,,,,,,,3510220.25,239725.25,9042.25,,35068.75,907689.5,44648.75,199232,543600,106404,290520.75,123587.5,433085.25,163326.25,173637.5,240652.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PAIS,200,Argentina,,7.6,19.4,3.8,18.8,,,,,,,,,,,,,,,,,,,3821174.5,258089.75,10053.5,,37933.25,946679.75,45906.25,247097.25,589861.5,113679.5,325166,134432.25,482639,197788.25,179600.25,252248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PAIS,200,Argentina,,7.8,18.9,3.8,19.1,,,,,,,,,,,,,,,,,,,4083116.5,262924.75,9970.75,,39274.75,962692,48059.75,271376.75,632371,121092.5,354372.75,145177.5,530187.5,260285.75,181436.75,263894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PAIS,200,Argentina,,7.9,18.8,4.1,17.6,,,,,,,,,,,,,,,,,,,4047190.75,258513.25,9436.5,,36027.5,913341.5,48708,273736.5,633847.75,120904.75,361238.75,149216.75,538240,270122.75,177345,256511.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PAIS,200,Argentina,,7.5,19,3.5,16.6,,,,,,,,,,,,,,,,,,,3994437,254618.5,9341,,37501.75,869539.75,48765,235797.5,638007,123685.75,362376.5,147803.5,552116.5,280355.25,177480,257049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PAIS,200,Argentina,,7.6,18.2,4.3,16.3,,,,,,,,,,,,,,,,,,,3919567,250350.25,10714.75,,38268.75,825958.25,48789,209325.5,639643,122306.5,355818.75,142020,550310,290256.5,178044.5,257761.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PAIS,200,Argentina,,7.7,18.3,4.6,16.8,,,,,,,,,,,,,,,,,,,3522716.75,235699.75,12818.25,,35842.5,742459.5,46572.5,125203,574743.25,110745.75,326511.75,126103.5,488628,289513.75,170159.25,237716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PAIS,200,Argentina,,8,18.4,4.4,16.5,,,,,,,,,,,,,,,,,,,3727640.25,252367,14538.5,,39199,797166.25,46414.5,160043,599591.25,119364.75,332136.25,113171,532121.25,300115.25,170956.25,250456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PAIS,200,Argentina,,7.7,19.3,4,14.4,,,,,,,,,,,,,,,,,,,4182407.5,277034.25,15505,,44773.5,899281.75,48273,218710.25,685040.5,138349.25,349410,116544,612076,318283.75,180607,278519.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PAIS,200,Argentina,,7.6,18.5,3.9,13.3,,,,,,,,,,,21930.53946,74634.52313,75984.79046,2154.714132,,,,,4691768.75,301951,15665.5,,51124.75,989715.25,49663.75,299776.25,774589.75,163417.75,387412.75,123311.75,695106.5,337318,193473.25,309242.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PAIS,200,Argentina,,7.5,17.9,4.8,12.9,,,,,,,,,,,27289.12633,92136.36605,96775.48407,530.8007615,,,,,5139184.25,319412.75,16810.25,,56973,1072364,51500,368634.75,853143.5,187081.75,422929.25,131529,766743.75,354166.25,206110.25,331785.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PAIS,200,Argentina,,8,17.8,4.4,13.3,,,,,,,,,,,34300.71996,116854.0205,124384.8796,-588.6761396,,,,,5584089,333085.75,16599.75,,64032,1145488.5,52817,430560,944743.25,207257,462097,145385.5,843049.5,370909,219428,348636.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PAIS,200,Argentina,,7.6,18.8,4,12.5,1485899,4664025,2153329,1369803,607233,10280289,,,,,45468.56229,152658.2288,164429.1604,-4218.842415,,,,,5921958.25,350709.25,16161.75,,69754.75,1211382.25,54215.25,439072.75,1024265.75,226358.25,496827,154446.25,894411,385988.75,234748.5,363616.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PAIS,200,Argentina,,7.6,18.6,5.5,12.1,1526915,4643430,2230464,1388767,656196,10445772,,,,,52982.42514,175844.9009,198062.134,-10023.58206,,,,,5837023,342888.25,15267.5,,68155.5,1184602,55360,405527.5,1033800.5,229765.25,499671,143412.25,854322.75,394353.25,243518.75,366378.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PAIS,200,Argentina,40788453,7.9,18.7,4.4,11.9,1553418,4637463,2276041,1403587,691007,10561516,,,,,68717.36502,236521.4385,248160.3313,6353.865767,,,,,5986313.25,341565,15112.5,,69788.75,1210145.5,56960,408587.75,1068243.5,238530.75,512159.75,146111.25,879378.25,407254.75,254477.25,377998.25,,241488930.4,657881924.5,194946892,299623672,140498890.4,337437766.4,367399183.2,901822741.5,3145799482,233720299.3,4986276735,280752194.2,1494473477,,,,1176649938,379244079.7,94536696.69,4135924377,119366791.2,317162722.3,737549406.8,8194944621,60649535.54,1021590410,1215034775,284864116.6,514256497.1,693215654.5,657507306.8,1932609715,454231458.7,180286994.7,2258093707,294961103.4,762677113.8,554628969.9,510433981.5,6601530598,602944800.4,38222426.74,128033317,2583533661,1128818902,1392388960,1046146881,104456638.6
99.1,2011-12-31,anual,PAIS,200,Argentina,41261490,7.8,18.5,4,11.7,1563013,4620306,2291314,1439894,727444,10641971,,,,,92902.0754,303842.983,339849.0435,-16457.70742,,,,,6273627.5,356851.75,15655.75,,74013.25,1262423.75,59024,451522.25,1117581.5,249869.25,536569.5,154119,915813.5,425004.5,268436.5,386743,,302552129.3,730331212.3,207607036.8,426683485.7,189615369.8,411841956.1,328503546.9,2444755067,4354220867,361811250.8,5258163595,369623380.8,1442164125,,,,1320017837,432243304.1,105247171.7,5000082512,119288486.4,535801669.7,849326649.5,9574924744,60888763.22,955216632.4,1393391286,352805502.1,524137143.8,809897972.8,776880097.1,2856510031,484432506.9,167497761.3,2734041786,350297634.1,859194384.5,621434305.7,550315707.9,8441195059,755450253.5,86872995.99,129743454.6,2182223595,1270435819,1748593098,1129151038,144062745.3
99.1,2012-12-31,anual,PAIS,200,Argentina,41733271,7.7,17.9,3.5,11.1,1610845,4603422,2330757,1482788,767698,10795510,,,,,121212.6654,383504.2712,418674.4057,-14003.92447,,,,,6357147.5,350562.75,14607,,77326.75,1280509.5,60887,443736.25,1139945.75,259242.75,551581,159447,909178.25,437856.5,280101.5,392165.5,,286049990.6,704347922.9,128408628.7,499184452.3,117644287.5,364236419.6,319724269.6,2951957334,4841077685,302414636,3191608577,356819821.6,,1513251647,426879111,156393599.7,1158879070,529979167.2,106460906.2,4319829759,99438856.61,490651226.3,929052022.1,9849828011,67115339.2,871138849,462293503.4,360469299.9,503315387.5,902830966.5,796345526,,324705573.3,116419386.7,2567045741,295285068.2,728074393.8,686823116.8,499327293.3,7969759827,524267526.8,125627713.1,290511989.7,2611223721,1105103018,2058744122,809964688.5,118447984.8
99.1,2013-12-31,anual,PAIS,200,Argentina,42202935,7.7,17.9,3.2,10.8,1652657,4563491,2341110,1525009,793018,10875285,,,,,175468.1786,510190.8558,549735.0274,-9841.693853,,,,,6413142.75,349654.75,14359.75,,80379.75,1292254.75,63672.75,440400.5,1152835.75,265258.5,560044,161876.5,898398.25,448509.25,289181,396317.25,,263154133.7,919217674.2,136373711.1,197211173.7,157394056.1,422065294.3,335722668.5,734256490,5849118089,290987492,4090223565,313361028,,950277796.3,289509796.4,121137541.6,1158211668,649338632.1,116870042.6,4089371219,110321668.1,439412855.2,887537790.1,10660572682,69057457.63,943130219.9,485526621.4,330171924,523491423.8,912957835.7,790165022.4,,289281514.3,135440910.3,2053829697,260308588.2,733369900.7,563507211.2,399741854,8552670522,492355296.2,83746922.88,217891756.5,1736775154,738132785,2120188268,707678647.5,105542606.8
99.1,2014-12-31,anual,PAIS,200,Argentina,42669500,7.6,18.2,3.7,10.6,1687543,4550923,2342915,1553552,853853,10988786,,,,,241075.6152,709202.658,754496.5779,-2974.225801,,,,,6422638.5,349367.25,14447.5,,86434,1277676,66963.25,437768,1157310.5,269249.75,565231.5,161592.75,879816.5,459520.25,298159.75,399101.5,,260056087.5,996005297.5,107623861.7,350221955,137264711.8,379298761.2,269002250.1,603571634.3,3525199093,275611886.7,3776220425,255105240.8,,929138894.7,205793891.1,115235687.6,1195335165,546637410.3,115076225.3,3467651155,77654243.34,322711551.2,842002576.4,11837832992,70010948.9,1040883224,493870868.7,330028784.4,559156635.4,851256766,733769650.5,,259524463,137860349.4,2067792222,262716216.4,634407717.4,416651888.1,297209545.8,7173078208,264594409.9,48694093.22,184990869,1619632669,579611406.6,1852930756,600996087.3,79841708.96
99.1,2015-12-31,anual,PAIS,200,Argentina,43131966,7.7,17.9,3.9,9.7,1733374,4550365,2349746,1597088,902316,11132889,,,,,314665.8659,946420.5678,1053553.135,-53519.38201,,,,,6566845.25,350630.5,14485,,89430,1286214.75,70031.5,465786.5,1177863,277958.25,576903.75,161861.75,899757.25,478651.25,309562.75,407709,,246359623.4,935104305,83567655.8,338400975.3,85596752.4,282910289.4,255863822.1,1032844375,3129963996,156178951.9,4269722175,188377040,,465732379.7,190625692.4,56618607.67,983784543,307808510.6,99963305.56,3815439166,62008193.9,369516852.9,817712453.6,9673249292,59317144.42,857987643.3,430983621.8,278722743.8,439090470.8,1047308032,763655172.7,,216456204.2,128292285.8,2508579227,180904361.2,539042269.5,311959325,214762015.3,5071237439,253286429.2,36991872.13,164152233.8,670929750.8,255501799.4,805173736.1,312696407,58175183.91
99.1,2016-12-31,anual,PAIS,200,Argentina,43590368,,,,,,,,,,,,,,,424538.8866,1321008.098,1447665.499,-67505.88141,,,,,6526792.75,345133,13830.75,,84212.75,1261664,71613.5,423658,1196408.75,280764.25,581989.5,165404.25,881590.25,489534.5,320346.75,410642.5,,251425341.1,1170645203,162493258.9,510505954.2,73752326.16,270103534.6,401333009.9,1867825125,4187164748,212534213.6,3234922077,366279667.8,,632963025.9,261265346.1,92928486.64,1148766313,237872055.4,97193110.48,4105937557,87027345.16,335887123.6,818208945.3,9971523075,66376171.52,739817354.5,362869343.4,337811826.8,478203504.3,906691324.8,632922986.1,,181123026.5,112421119.1,2237652998,148878564.3,621683084.9,304782744.8,200272143.7,4270786567,315554557.1,26435972.17,139758836.6,748543642.8,211445451.8,606073501.4,302946917.5,65571249.09
99.1,2017-12-31,anual,PAIS,200,Argentina,44044811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227032203.6,1479041420,182829233.6,524414274.9,75106459.52,256971633.7,319194612.1,2361855335,3883602173,179554018.7,2732359077,292765015.3,,409236794.4,203095927.3,122483569.8,1457832719,285243937.1,95626911.45,3725821547,75748376.68,289330442.5,806852590.9,9081553789,70292903.32,728598405.7,374600480.9,380981065.3,482212058.1,743619794.2,635374139,,222441021.1,128060010.7,2512394658,151044144.6,793333952.3,306179619.6,227077940.7,4963957598,489382760.9,93620408.49,167971182.7,575226736.3,292996262.3,936221957.3,405170242.5,108341597.7
99.1,2018-12-31,anual,PAIS,200,Argentina,44494502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.4,13.4,1,14.7,,,,,,,,,,,,,,,,,,,1000623,,,9846,5199.75,187934,9647.25,46169.5,130768,,,,,,,,611058.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.4,13.2,0.2,12.2,,,,,,,,,,,,,,,,,,,1079326.75,,,10336.75,5746.75,194745.75,9434.75,52737.25,143053.75,,,,,,,,663271.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.7,13.1,0.3,13,,,,,,,,,,,,,,,,,,,1143589.5,,,10453,5790.5,200313.75,8679.5,59299.25,154745.25,,,,,,,,704308.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.8,13.5,0.2,10.7,,,,,,,,,,,,,,,,,,,1159987,,,9330.5,5644.75,196475.25,7571.5,62874.75,160328.25,,,,,,,,717762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11,14.3,1.4,9.4,,,,,,,,,,,,,,,,,,,1106182,,,4913.75,4814.5,168864.25,5849.75,54342.5,151637.75,,,,,,,,715759.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.1,13.9,0.9,9.6,,,,,,,,,,,,,,,,,,,1075065.25,,,4785.25,4745,158934,7605,46937.5,145269,,,,,,,,706789.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.2,13.6,1.4,10,,,,,,,,,,,,,,,,,,,950748.75,,,4978.25,4433,140124.25,7346.75,27272,125209.75,,,,,,,,641384.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.7,14.2,1.2,10.3,,,,,,,,,,,,,,,,,,,980202.5,,,5510.75,4697.5,147524.25,7258.5,30650.25,129736.25,,,,,,,,654825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.5,14.9,2,8.7,,,,,,,,,,,,,,,,,91224021.84,91224021.84,1098465,,,6240.5,4978,166535,7414,41100.75,151275,,,,,,,,720921.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.2,14.5,0.7,8,,,,,,,,,,,5000.854,6132.792872,5890.130687,347.964642,,,100823661.9,112624879.1,1231110.75,,,6924.5,5570.75,183350.25,7583,56252.5,171799.25,,,,,,,,799630.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,10.9,14.6,1.8,8.3,,,,,,,,,,,6164.745,7526.971063,8221.826804,-611.2092495,,,112414070.6,144302130.3,1348754.5,,,7855,5814,199290.25,7970.75,72559.5,189735.25,,,,,,,,865529.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,11.3,14.1,3.3,8.4,,,,,,,,,,,7806.6414,9536.615887,9945.51549,-344.5275357,,,121983394.6,182446084.5,1475696.75,,,8599.5,6420,213905,9936.25,87640,210749.5,,,,,,,,938446.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,10.5,15.1,0.9,7.7,108266,230735,123887,100736,98708,662332,,,,,10618.252,12648.13372,13134.05267,-392.5359533,,,127107469.1,228068570,1561759.75,,,9257.25,7089.75,222858,11019.75,91188.25,223656.75,,,,,,,,996690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,,10.3,14.6,1.8,8.5,111253,231205,124269,99882,106920,673529,,,,,12562.63635,14896.73748,15854.24418,-761.3193471,,,127004870.7,261653355.9,1531668.25,,,9032.25,6945.25,218089.5,10895.5,82950.75,221076,,,,,,,,982679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3028481,10.8,14.9,0.9,7,112578,233968,124355,99117,111405,681423,,,,,16361.95384,19303.90851,19164.62305,746.6896602,,,136077779.1,326296684.5,1558595.75,,,9477.75,7155.75,219357,11038.5,83700,228345.5,,,,,,,,999521.25,,,,,,,,,,,,,,,,,22262000.35,,,,,327902.04,,,,38905558.85,8370772.85,34093.91,74455557.74,60117798.76,6191711.49,9753814.08,11302314.22,,263234.97,1456156.41,336656.38,3231096.96,15763551.36,,,146528,2582415.99,,,,,
99.1,2011-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3033639,10.5,14.8,1.3,8.8,114308,237899,123800,100671,113574,690252,,,,,21623.795,25725.88808,27048.73031,-826.3367992,,,144204924.6,419458652.3,1604862.25,,,9834.5,7793.75,222609.5,11240.75,88768,236740,,,,,,,,1027875.75,,,,,,,,,,,,,,,,,22944160.87,,,,,404076.12,,,,55974931.24,9736711.72,32461.12,76226203.85,61948873.51,9753896.25,12049518.6,11170397.13,,292516.42,859106.74,239808.81,2827445.17,20369891.07,,,99353,1986756.83,,,,,
99.1,2012-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3038860,10.3,14.2,1.6,8.3,116768,240567,124942,100135,110196,692608,,,,,27951.00546,33002.31162,34938.71014,-1427.584438,,,146477655,516482286,1607353.5,,,10116.5,8163,219630.5,11801,88427.25,238371,,,,,,,,1030844.25,,,,,,,,,,,,,,,,,20975163.42,,,,,455073.6,,,,51489818.49,9052004.31,18487.58,65399839.98,63384226.11,13363637.57,,14832073.42,,130243.43,696586,512630.24,3070469.54,18293013.34,1233900,,129817,1619060.41,,,,,
99.1,2013-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3044076,10.6,14.3,1.6,8.9,119527,241850,125293,101075,112290,700035,,,,,40468.4231,47316.0954,50812.33678,-3011.556288,,,148653570.2,648919966.1,1603057.75,,,10089.25,8229.5,215724.25,12672.25,88339.5,235025,,,,,,,,1032978,,,,,,,,,,,,,,,,,21446224.57,,3044.78,,,400480.94,,,,46854585.34,16341507.16,9981,70394794.32,64984576.68,14876358.65,,15523135.57,,150608.27,642214.82,589585.99,2535178.94,11670245.13,74000,,66196,1355454.07,,,,,
99.1,2014-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3049229,10.6,14.3,1.8,8.1,120784,242595,125318,100607,112352,701656,,,,,54441.59888,63395.37219,64818.96262,-727.9093056,,,146337757.9,848856551.4,1600388.25,,,9886,8601.25,213063.75,14423.5,86590.5,232696,,,,,,,,1035127.25,,,,,,,,,,,,,,,,,18740297.46,,,,,281797.26,,,,53282345.73,20118483.56,23000,70131367.28,63234819.77,17952817.64,,10621186.24,,44938.79,839086.06,283206.34,1348232.3,9391542.2,,,78686.26,699142.8,,,,,
99.1,2015-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3054267,10.4,13.7,1.9,6.4,123169,244555,125690,103126,111071,707611,,,,,69184.41807,80929.57819,84839.7471,-3118.156135,,,149804609.3,1104026428,1626421.75,,,9752.5,8493.25,214900.75,16086.75,87440.25,236517.5,,,,,,,,1053230.75,,,,,,,,,,,,,,,,,13082176.77,,,,,344869.28,,,,40724769.39,17425133.39,78377.94,75017363.33,59198328.41,21313028.65,,9441682.27,,42769.07,310520.51,117035.38,1619901.13,6874140.23,335709.6,,34842.48,610407.52,,,,,200
99.1,2016-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3059122,,,,,,,,,,,,,,,93853.34941,127840.4798,136400.054,-7568.943618,,,146360568.7,1496908991,1626526.75,,,9710.75,8049.75,209322.25,16944,84373,239000.5,,,,,,,,1059126.5,,,,,,,,,,,,,,,,,13083278.77,,,,,338209.2,,,,38150200.41,12144618.17,102966.57,104561628.2,60697616.83,24274558.59,,2425404.63,,39761.25,41375.71,52854.17,3014259.57,5602645.45,,8500,8637.41,1246689.98,,,,,
99.1,2017-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3063728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13225174.4,,,,,376131.05,,,,36509369.25,13154844.45,233306.35,129114470.1,59315543.68,22869536.93,,2967623.65,,18738,82887.96,72721,1206060.53,4172514.88,515874.35,22700,,888079.54,,,,,
99.1,2018-12-31,anual,PROVINCIA,02,CAPITAL FEDERAL,3068043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1993-12-31,anual,PROVINCIA,06,BUENOS AIRES,,,,,,,,,,,,,,,,,,,,75516867.24,75516867.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1994-12-31,anual,PROVINCIA,06,BUENOS AIRES,,,,,,,,,,,,,,,,,,,,80520237.05,83049666.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1995-12-31,anual,PROVINCIA,06,BUENOS AIRES,,,,,,,,,,,,,,,,,,,,76179775.93,81543524.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,06,BUENOS AIRES,,7.9,17,2.3,20.9,,,,,,,,,,,,,,,78810323.43,84477475.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,06,BUENOS AIRES,,7.9,17.2,2.6,18.8,,,,,,,,,,,,,,,89294995.8,95126928.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.1,17,2.5,19.1,,,,,,,,,,,,,,,90538870.52,97085210.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.3,17.4,1.9,16.6,,,,,,,,,,,,,,,88034898.13,92852200.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,06,BUENOS AIRES,,7.9,17.5,1.4,15.1,,,,,,,,,,,,,,,86053221.02,91643584.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.2,16.9,2.1,15,,,,,,,,,,,,,,,81952063.14,87852808.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.1,17,3.2,15.8,,,,,,,,,,,,,,,73739238.63,101873332.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.5,17.3,2.5,16.3,,,,,,,,,,,,,,,80958586.26,124243578.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.2,18.5,2.8,13,,,,,,,,,,,,,,,90455267.96,152708213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.1,17.9,2.7,13,,,,,,,,,,,8591.57,21039.55655,22102.78955,-309.245541,99568171.62,185287110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.1,17.7,3.8,12.5,,,,,,,,,,,10602,25776.52396,27569.23369,-837.7307612,108083008.4,223103049.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,06,BUENOS AIRES,,8.6,17.7,3.7,13.6,,,,,,,,,,,13029.15,32533.55082,34710.79459,-1216.312202,118498714.6,278686528.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
